transformer_id,region,zone_type,lat,lon,supply_kwh,meter_sum_kwh,loss_percent,risk_score,status,is_anomaly
TX-0509,Patiala,Residential/Institutional,30.37121,76.40541,163.57,142.78,12.71,25.4,SAFE,0
TX-0510,Patiala,Residential/Institutional,30.3413,76.39046,50.25,44.03,12.37,24.7,SAFE,0
TX-0511,Bathinda,Thermal/Industrial,30.19178,74.98688,324.65,293.07,9.73,19.5,SAFE,0
TX-0512,Amritsar,Commercial/Old City,31.67811,74.90993,53.5,46.07,13.89,27.8,SAFE,0
TX-0513,Mullanpur,Rural/Agricultural,30.77326,76.67275,165.63,136.04,17.86,35.7,WARNING,0
TX-0514,Ludhiana,Industrial/Urban,30.85233,75.83689,155.11,138.81,10.51,21.0,SAFE,0
TX-0515,Bathinda,Thermal/Industrial,30.17753,74.8957,73.02,66.28,9.23,18.5,SAFE,0
TX-0516,Mullanpur,Rural/Agricultural,30.72946,76.59521,158.87,136.97,13.79,27.6,SAFE,0
TX-0517,Jalandhar,Mixed Urban,31.33421,75.53804,75.45,69.13,8.38,16.8,SAFE,0
TX-0518,Mullanpur,Rural/Agricultural,30.74786,76.62687,86.72,72.3,16.62,33.2,WARNING,0
TX-0519,Ludhiana,Industrial/Urban,30.89389,75.86139,69.18,64.11,7.32,14.6,SAFE,0
TX-0520,Amritsar,Commercial/Old City,31.6252,74.90935,56.71,35.15,38.02,83.9,CRITICAL,1
TX-0521,Bathinda,Thermal/Industrial,30.19472,74.90978,72.39,63.51,12.27,24.5,SAFE,0
TX-0522,Patiala,Residential/Institutional,30.31023,76.38768,50.93,44.68,12.27,24.5,SAFE,0
TX-0523,Patiala,Residential/Institutional,30.33723,76.39297,39.75,34.81,12.43,24.9,SAFE,0
TX-0524,Mullanpur,Rural/Agricultural,30.79344,76.64687,44.66,38.26,14.32,28.6,SAFE,0
TX-0525,Jalandhar,Mixed Urban,31.30936,75.60536,72.34,64.65,10.63,21.3,SAFE,0
TX-0526,Patiala,Residential/Institutional,30.29114,76.37787,51.48,37.74,26.68,71.9,CRITICAL,1
TX-0527,Mullanpur,Rural/Agricultural,30.76903,76.61147,347.91,288.02,17.21,34.4,WARNING,0
TX-0528,Bathinda,Thermal/Industrial,30.20605,74.94684,69.87,45.52,34.86,79.0,CRITICAL,1
TX-0529,Patiala,Residential/Institutional,30.2968,76.40982,232.8,210.17,9.72,19.4,SAFE,0
TX-0530,Jalandhar,Mixed Urban,31.28053,75.56119,225.07,197.38,12.3,24.6,SAFE,0
TX-0531,Ludhiana,Industrial/Urban,30.88832,75.8705,80.73,75.54,6.43,12.9,SAFE,0
TX-0532,Ludhiana,Industrial/Urban,30.90937,75.8855,42.34,37.71,10.93,21.9,SAFE,0
TX-0533,Patiala,Residential/Institutional,30.35692,76.39895,43.07,39.22,8.96,17.9,SAFE,0
TX-0534,Mullanpur,Rural/Agricultural,30.7961,76.68412,150.75,123.56,18.03,36.1,WARNING,0
TX-0535,Amritsar,Commercial/Old City,31.64188,74.88554,65.82,57.18,13.13,26.3,SAFE,0
TX-0536,Patiala,Residential/Institutional,30.30834,76.39688,69.6,46.17,33.66,75.3,CRITICAL,1
TX-0537,Ludhiana,Industrial/Urban,30.90947,75.82067,164.6,146.2,11.18,22.4,SAFE,0
TX-0538,Mullanpur,Rural/Agricultural,30.79034,76.61971,79.94,66.8,16.44,32.9,WARNING,0
TX-0539,Jalandhar,Mixed Urban,31.32231,75.55405,150.1,131.63,12.3,24.6,SAFE,0
TX-0540,Jalandhar,Mixed Urban,31.32215,75.62453,235.31,210.85,10.39,20.8,SAFE,0
TX-0541,Jalandhar,Mixed Urban,31.29772,75.5726,57.08,51.61,9.58,19.2,SAFE,0
TX-0542,Bathinda,Thermal/Industrial,30.224,74.98131,265.35,230.66,13.07,26.1,SAFE,0
TX-0543,Bathinda,Thermal/Industrial,30.20464,74.96218,83.04,73.86,11.05,22.1,SAFE,0
TX-0544,Mullanpur,Rural/Agricultural,30.73059,76.69319,171.75,141.89,17.38,34.8,WARNING,0
TX-0545,Patiala,Residential/Institutional,30.38956,76.36105,131.46,114.44,12.95,25.9,SAFE,0
TX-0546,Patiala,Residential/Institutional,30.32584,76.41527,112.88,103.02,8.73,17.5,SAFE,0
TX-0547,Mullanpur,Rural/Agricultural,30.72254,76.66974,78.6,67.7,13.86,27.7,SAFE,0
TX-0548,Patiala,Residential/Institutional,30.29033,76.43074,52.71,47.19,10.48,21.0,SAFE,0
TX-0549,Bathinda,Thermal/Industrial,30.22483,74.9688,78.64,71.73,8.79,17.6,SAFE,0
TX-0550,Patiala,Residential/Institutional,30.37664,76.37481,66.94,61.54,8.08,16.2,SAFE,0
TX-0551,Patiala,Residential/Institutional,30.33411,76.38631,81.74,73.11,10.56,21.1,SAFE,0
TX-0552,Patiala,Residential/Institutional,30.38472,76.42018,155.36,135.44,12.82,25.6,SAFE,0
TX-0553,Bathinda,Thermal/Industrial,30.22416,74.90094,156.62,142.38,9.09,18.2,SAFE,0
TX-0554,Patiala,Residential/Institutional,30.36458,76.41793,38.9,35.14,9.66,19.3,SAFE,0
TX-0555,Ludhiana,Industrial/Urban,30.93474,75.82427,311.73,289.55,7.11,14.2,SAFE,0
TX-0556,Jalandhar,Mixed Urban,31.32149,75.59477,73.15,65.39,10.61,21.2,SAFE,0
TX-0557,Bathinda,Thermal/Industrial,30.21945,74.97888,85.48,75.95,11.15,22.3,SAFE,0
TX-0558,Patiala,Residential/Institutional,30.295,76.34007,253.54,161.82,36.18,76.9,CRITICAL,1
TX-0559,Mullanpur,Rural/Agricultural,30.787,76.61442,54.96,46.47,15.44,30.9,WARNING,0
TX-0560,Ludhiana,Industrial/Urban,30.95072,75.8103,78.12,70.29,10.02,20.0,SAFE,0
TX-0561,Bathinda,Thermal/Industrial,30.16724,74.92903,139.87,123.57,11.65,23.3,SAFE,0
TX-0562,Amritsar,Commercial/Old City,31.6778,74.83081,162.52,146.93,9.59,19.2,SAFE,0
TX-0563,Patiala,Residential/Institutional,30.33671,76.36376,58.39,52.47,10.14,20.3,SAFE,0
TX-0564,Bathinda,Thermal/Industrial,30.23693,74.99228,225.11,205.65,8.65,17.3,SAFE,0
TX-0565,Bathinda,Thermal/Industrial,30.18425,74.90847,135.4,122.85,9.27,18.5,SAFE,0
TX-0566,Jalandhar,Mixed Urban,31.29705,75.6071,161.72,138.41,14.41,28.8,SAFE,0
TX-0567,Mullanpur,Rural/Agricultural,30.76955,76.62354,303.0,254.19,16.11,32.2,WARNING,0
TX-0568,Amritsar,Commercial/Old City,31.63455,74.83671,112.2,96.28,14.19,28.4,SAFE,0
TX-0569,Ludhiana,Industrial/Urban,30.89696,75.83795,49.7,45.54,8.36,16.7,SAFE,0
TX-0570,Mullanpur,Rural/Agricultural,30.7936,76.65073,175.47,150.39,14.3,28.6,SAFE,0
TX-0571,Bathinda,Thermal/Industrial,30.25995,74.98445,226.03,202.61,10.36,20.7,SAFE,0
TX-0572,Ludhiana,Industrial/Urban,30.90026,75.85562,154.12,136.86,11.2,22.4,SAFE,0
TX-0573,Jalandhar,Mixed Urban,31.31761,75.57759,249.14,184.27,26.04,85.9,CRITICAL,1
TX-0574,Ludhiana,Industrial/Urban,30.90229,75.89426,63.35,58.02,8.42,16.8,SAFE,0
TX-0575,Patiala,Residential/Institutional,30.30392,76.39399,245.16,220.91,9.89,19.8,SAFE,0
TX-0576,Mullanpur,Rural/Agricultural,30.80367,76.62187,46.9,39.68,15.41,30.8,WARNING,0
TX-0577,Mullanpur,Rural/Agricultural,30.75855,76.67307,169.22,139.19,17.74,35.5,WARNING,0
TX-0578,Bathinda,Thermal/Industrial,30.24059,74.91301,35.79,31.97,10.68,21.4,SAFE,0
TX-0579,Jalandhar,Mixed Urban,31.30097,75.55252,47.85,43.85,8.35,16.7,SAFE,0
TX-0580,Jalandhar,Mixed Urban,31.35103,75.5414,46.46,41.85,9.91,19.8,SAFE,0
TX-0581,Amritsar,Commercial/Old City,31.67885,74.91677,250.57,214.47,14.4,28.8,SAFE,0
TX-0582,Bathinda,Thermal/Industrial,30.20763,74.97156,302.75,270.56,10.63,21.3,SAFE,0
TX-0583,Mullanpur,Rural/Agricultural,30.82106,76.67024,49.56,40.94,17.38,34.8,WARNING,0
TX-0584,Mullanpur,Rural/Agricultural,30.74154,76.62734,253.02,212.43,16.04,32.1,WARNING,0
TX-0585,Jalandhar,Mixed Urban,31.32613,75.53122,259.64,223.2,14.03,28.1,SAFE,0
TX-0586,Ludhiana,Industrial/Urban,30.9306,75.88267,254.4,227.15,10.71,21.4,SAFE,0
TX-0587,Mullanpur,Rural/Agricultural,30.8126,76.61221,123.1,100.69,18.21,36.4,WARNING,0
TX-0588,Mullanpur,Rural/Agricultural,30.72665,76.65015,161.46,133.36,17.4,34.8,WARNING,0
TX-0589,Bathinda,Thermal/Industrial,30.24451,74.98824,58.12,50.75,12.67,25.3,SAFE,0
TX-0590,Mullanpur,Rural/Agricultural,30.72985,76.62158,134.09,108.27,19.25,38.5,WARNING,0
TX-0591,Patiala,Residential/Institutional,30.35351,76.39663,77.71,68.22,12.21,24.4,SAFE,0
TX-0592,Bathinda,Thermal/Industrial,30.24949,74.96941,85.21,76.47,10.26,20.5,SAFE,0
TX-0593,Amritsar,Commercial/Old City,31.6556,74.89292,139.88,125.46,10.31,20.6,SAFE,0
TX-0594,Mullanpur,Rural/Agricultural,30.72899,76.63758,37.07,24.3,34.44,97.6,CRITICAL,1
TX-0595,Amritsar,Commercial/Old City,31.67686,74.82848,40.12,36.0,10.27,20.5,SAFE,0
TX-0596,Mullanpur,Rural/Agricultural,30.76598,76.68462,127.79,105.68,17.3,34.6,WARNING,0
TX-0597,Amritsar,Commercial/Old City,31.64875,74.8496,169.88,147.08,13.42,26.8,SAFE,0
TX-0598,Ludhiana,Industrial/Urban,30.85169,75.82854,40.31,35.65,11.56,23.1,SAFE,0
TX-0599,Amritsar,Commercial/Old City,31.67356,74.91322,131.13,116.23,11.36,22.7,SAFE,0
TX-0600,Amritsar,Commercial/Old City,31.60246,74.85651,52.68,47.61,9.63,19.3,SAFE,0
TX-0601,Bathinda,Thermal/Industrial,30.21415,74.92429,172.79,151.94,12.07,24.1,SAFE,0
TX-0602,Ludhiana,Industrial/Urban,30.86744,75.81896,42.44,39.29,7.42,14.8,SAFE,0
TX-0603,Jalandhar,Mixed Urban,31.33414,75.53679,148.26,127.74,13.84,27.7,SAFE,0
TX-0604,Amritsar,Commercial/Old City,31.64006,74.91657,329.8,299.53,9.18,18.4,SAFE,0
TX-0605,Bathinda,Thermal/Industrial,30.16857,74.93165,174.76,161.24,7.74,15.5,SAFE,0
TX-0606,Amritsar,Commercial/Old City,31.65789,74.82554,83.63,71.78,14.18,28.4,SAFE,0
TX-0607,Bathinda,Thermal/Industrial,30.2178,74.92514,40.24,35.23,12.46,24.9,SAFE,0
TX-0608,Amritsar,Commercial/Old City,31.62712,74.85705,119.4,105.19,11.9,23.8,SAFE,0
TX-0609,Mullanpur,Rural/Agricultural,30.74375,76.6547,38.06,30.89,18.84,37.7,WARNING,0
TX-0610,Ludhiana,Industrial/Urban,30.85864,75.89689,270.41,248.41,8.13,16.3,SAFE,0
TX-0611,Amritsar,Commercial/Old City,31.5996,74.90576,285.71,257.32,9.94,19.9,SAFE,0
TX-0612,Bathinda,Thermal/Industrial,30.21865,74.97169,44.54,38.59,13.36,26.7,SAFE,0
TX-0613,Mullanpur,Rural/Agricultural,30.78902,76.60096,146.02,122.52,16.09,32.2,WARNING,0
TX-0614,Jalandhar,Mixed Urban,31.30098,75.59162,87.08,76.07,12.65,25.3,SAFE,0
TX-0615,Bathinda,Thermal/Industrial,30.1834,74.91941,151.22,94.93,37.22,72.2,CRITICAL,1
TX-0616,Patiala,Residential/Institutional,30.31295,76.40504,82.68,73.85,10.68,21.4,SAFE,0
TX-0617,Ludhiana,Industrial/Urban,30.94093,75.90353,134.71,120.71,10.39,20.8,SAFE,0
TX-0618,Mullanpur,Rural/Agricultural,30.74891,76.615,61.82,50.46,18.38,36.8,WARNING,0
TX-0619,Mullanpur,Rural/Agricultural,30.73673,76.61531,336.55,287.74,14.5,29.0,SAFE,0
TX-0620,Patiala,Residential/Institutional,30.31603,76.36821,84.36,48.02,43.08,87.8,CRITICAL,1
TX-0621,Ludhiana,Industrial/Urban,30.87957,75.81644,73.0,66.59,8.78,17.6,SAFE,0
TX-0622,Jalandhar,Mixed Urban,31.32039,75.61556,165.31,143.01,13.49,27.0,SAFE,0
TX-0623,Mullanpur,Rural/Agricultural,30.73186,76.67011,64.04,53.7,16.15,32.3,WARNING,0
TX-0624,Ludhiana,Industrial/Urban,30.88185,75.8646,337.2,298.81,11.39,22.8,SAFE,0
TX-0625,Patiala,Residential/Institutional,30.38764,76.43347,253.94,222.78,12.27,24.5,SAFE,0
TX-0626,Mullanpur,Rural/Agricultural,30.76516,76.60654,81.07,65.31,19.44,38.9,WARNING,0
TX-0627,Patiala,Residential/Institutional,30.38956,76.35601,78.02,68.03,12.8,25.6,SAFE,0
TX-0628,Amritsar,Commercial/Old City,31.64628,74.84457,143.8,86.49,39.85,73.7,CRITICAL,1
TX-0629,Ludhiana,Industrial/Urban,30.93072,75.87972,68.58,64.39,6.11,12.2,SAFE,0
TX-0630,Mullanpur,Rural/Agricultural,30.73706,76.62686,63.48,51.78,18.43,36.9,WARNING,0
TX-0631,Bathinda,Thermal/Industrial,30.19146,74.92195,83.79,57.27,31.65,71.4,CRITICAL,1
TX-0632,Patiala,Residential/Institutional,30.3318,76.33787,113.83,106.12,6.77,13.5,SAFE,0
TX-0633,Jalandhar,Mixed Urban,31.30737,75.55099,74.83,64.1,14.33,28.7,SAFE,0
TX-0634,Amritsar,Commercial/Old City,31.59019,74.87584,129.38,89.76,30.62,85.4,CRITICAL,1
TX-0635,Jalandhar,Mixed Urban,31.31861,75.60944,39.75,35.9,9.69,19.4,SAFE,0
TX-0636,Bathinda,Thermal/Industrial,30.16999,74.91482,66.8,61.56,7.84,15.7,SAFE,0
TX-0637,Mullanpur,Rural/Agricultural,30.79635,76.59843,321.16,269.3,16.15,32.3,WARNING,0
TX-0638,Mullanpur,Rural/Agricultural,30.77638,76.61493,51.52,44.3,14.0,28.0,SAFE,0
TX-0639,Jalandhar,Mixed Urban,31.34939,75.56086,69.07,63.29,8.37,16.7,SAFE,0
TX-0640,Jalandhar,Mixed Urban,31.33448,75.55995,62.19,56.16,9.69,19.4,SAFE,0
TX-0641,Mullanpur,Rural/Agricultural,30.75483,76.62449,39.92,34.1,14.56,29.1,SAFE,0
TX-0642,Ludhiana,Industrial/Urban,30.86511,75.86186,68.7,61.29,10.8,21.6,SAFE,0
TX-0643,Bathinda,Thermal/Industrial,30.1692,74.89899,234.4,174.41,25.59,97.7,CRITICAL,1
TX-0644,Patiala,Residential/Institutional,30.30671,76.37208,148.98,136.2,8.58,17.2,SAFE,0
TX-0645,Bathinda,Thermal/Industrial,30.2378,74.93894,69.68,62.04,10.97,21.9,SAFE,0
TX-0646,Mullanpur,Rural/Agricultural,30.72345,76.63626,329.38,269.87,18.07,36.1,WARNING,0
TX-0647,Amritsar,Commercial/Old City,31.63636,74.84766,53.22,37.91,28.76,75.9,CRITICAL,1
TX-0648,Amritsar,Commercial/Old City,31.66315,74.88255,237.16,201.91,14.86,29.7,SAFE,0
TX-0649,Patiala,Residential/Institutional,30.38618,76.35041,155.29,138.8,10.62,21.2,SAFE,0
TX-0650,Amritsar,Commercial/Old City,31.64154,74.86521,60.59,53.61,11.52,23.0,SAFE,0
TX-0651,Amritsar,Commercial/Old City,31.60733,74.88483,48.43,42.27,12.73,25.5,SAFE,0
TX-0652,Bathinda,Thermal/Industrial,30.2216,74.98044,119.26,87.99,26.22,86.6,CRITICAL,1
TX-0653,Jalandhar,Mixed Urban,31.3092,75.57273,47.83,41.39,13.47,26.9,SAFE,0
TX-0654,Jalandhar,Mixed Urban,31.35375,75.59348,246.35,216.02,12.31,24.6,SAFE,0
TX-0655,Mullanpur,Rural/Agricultural,30.76089,76.6739,46.91,39.29,16.25,32.5,WARNING,0
TX-0656,Amritsar,Commercial/Old City,31.63867,74.90628,267.64,183.73,31.35,74.0,CRITICAL,1
TX-0657,Jalandhar,Mixed Urban,31.37515,75.59888,156.66,93.65,40.22,88.9,CRITICAL,1
TX-0658,Jalandhar,Mixed Urban,31.33745,75.58432,112.07,101.52,9.42,18.8,SAFE,0
TX-0659,Jalandhar,Mixed Urban,31.30858,75.53898,113.04,101.62,10.1,20.2,SAFE,0
TX-0660,Bathinda,Thermal/Industrial,30.24473,74.90824,60.31,52.64,12.7,25.4,SAFE,0
TX-0661,Jalandhar,Mixed Urban,31.34098,75.53654,306.55,276.07,9.94,19.9,SAFE,0
TX-0662,Patiala,Residential/Institutional,30.2898,76.40811,46.46,43.07,7.3,14.6,SAFE,0
TX-0663,Bathinda,Thermal/Industrial,30.25676,74.95207,46.43,41.88,9.8,19.6,SAFE,0
TX-0664,Amritsar,Commercial/Old City,31.64471,74.86117,43.14,39.09,9.4,18.8,SAFE,0
TX-0665,Patiala,Residential/Institutional,30.37277,76.43458,146.04,126.8,13.17,26.3,SAFE,0
TX-0666,Mullanpur,Rural/Agricultural,30.76748,76.6253,41.44,34.24,17.37,34.7,WARNING,0
TX-0667,Mullanpur,Rural/Agricultural,30.78033,76.66277,48.03,39.98,16.76,33.5,WARNING,0
TX-0668,Jalandhar,Mixed Urban,31.33326,75.55187,167.86,146.47,12.75,25.5,SAFE,0
TX-0669,Bathinda,Thermal/Industrial,30.23903,74.96287,41.02,36.38,11.31,22.6,SAFE,0
TX-0670,Mullanpur,Rural/Agricultural,30.74435,76.6159,347.33,291.37,16.11,32.2,WARNING,0
TX-0671,Patiala,Residential/Institutional,30.31758,76.41405,231.3,207.0,10.51,21.0,SAFE,0
TX-0672,Mullanpur,Rural/Agricultural,30.72591,76.62287,114.66,94.62,17.48,35.0,WARNING,0
TX-0673,Mullanpur,Rural/Agricultural,30.78096,76.65859,338.94,282.03,16.79,33.6,WARNING,0
TX-0674,Mullanpur,Rural/Agricultural,30.81046,76.60076,141.84,116.93,17.56,35.1,WARNING,0
TX-0675,Mullanpur,Rural/Agricultural,30.75483,76.68746,35.7,30.93,13.37,26.7,SAFE,0
TX-0676,Ludhiana,Industrial/Urban,30.93432,75.8376,310.48,276.59,10.92,21.8,SAFE,0
TX-0677,Mullanpur,Rural/Agricultural,30.75182,76.6303,40.34,33.56,16.8,33.6,WARNING,0
TX-0678,Ludhiana,Industrial/Urban,30.88878,75.8135,116.91,109.43,6.4,12.8,SAFE,0
TX-0679,Jalandhar,Mixed Urban,31.37577,75.57137,86.11,76.69,10.94,21.9,SAFE,0
TX-0680,Ludhiana,Industrial/Urban,30.89248,75.84603,151.45,138.46,8.58,17.2,SAFE,0
TX-0681,Ludhiana,Industrial/Urban,30.94505,75.87218,62.32,57.52,7.71,15.4,SAFE,0
TX-0682,Bathinda,Thermal/Industrial,30.17212,74.98232,37.84,34.67,8.36,16.7,SAFE,0
TX-0683,Ludhiana,Industrial/Urban,30.913,75.87712,294.7,260.32,11.67,23.3,SAFE,0
TX-0684,Patiala,Residential/Institutional,30.30145,76.36233,293.16,262.73,10.38,20.8,SAFE,0
TX-0685,Mullanpur,Rural/Agricultural,30.73594,76.61051,38.17,32.14,15.81,31.6,WARNING,0
TX-0686,Jalandhar,Mixed Urban,31.33744,75.57857,80.16,69.43,13.38,26.8,SAFE,0
TX-0687,Mullanpur,Rural/Agricultural,30.7526,76.67244,330.07,281.21,14.8,29.6,SAFE,0
TX-0688,Bathinda,Thermal/Industrial,30.17343,74.98301,132.84,117.94,11.22,22.4,SAFE,0
TX-0689,Mullanpur,Rural/Agricultural,30.76805,76.63557,85.95,72.09,16.13,32.3,WARNING,0
TX-0690,Bathinda,Thermal/Industrial,30.23959,74.95729,174.88,152.86,12.59,25.2,SAFE,0
TX-0691,Ludhiana,Industrial/Urban,30.90769,75.84245,76.61,71.74,6.35,12.7,SAFE,0
TX-0692,Patiala,Residential/Institutional,30.30873,76.38283,62.92,58.51,7.01,14.0,SAFE,0
TX-0693,Amritsar,Commercial/Old City,31.62812,74.84224,269.2,236.61,12.11,24.2,SAFE,0
TX-0694,Jalandhar,Mixed Urban,31.36954,75.57281,150.31,128.92,14.23,28.5,SAFE,0
TX-0695,Mullanpur,Rural/Agricultural,30.73756,76.63481,152.04,130.45,14.2,28.4,SAFE,0
TX-0696,Bathinda,Thermal/Industrial,30.22144,74.97187,331.17,298.94,9.73,19.5,SAFE,0
TX-0697,Bathinda,Thermal/Industrial,30.16223,74.9098,62.47,57.71,7.63,15.3,SAFE,0
TX-0698,Mullanpur,Rural/Agricultural,30.77227,76.64163,258.64,217.04,16.08,32.2,WARNING,0
TX-0699,Patiala,Residential/Institutional,30.296,76.34402,145.31,106.6,26.64,77.2,CRITICAL,1
TX-0700,Bathinda,Thermal/Industrial,30.16587,74.9053,82.31,54.27,34.07,82.6,CRITICAL,1
TX-0701,Amritsar,Commercial/Old City,31.6786,74.90652,281.8,156.03,44.63,92.3,CRITICAL,1
TX-0702,Mullanpur,Rural/Agricultural,30.77296,76.61788,36.47,30.0,17.74,35.5,WARNING,0
TX-0703,Ludhiana,Industrial/Urban,30.86526,75.84551,65.15,60.52,7.1,14.2,SAFE,0
TX-0704,Jalandhar,Mixed Urban,31.34018,75.56728,138.48,122.18,11.77,23.5,SAFE,0
TX-0705,Jalandhar,Mixed Urban,31.29371,75.53604,173.94,149.13,14.26,28.5,SAFE,0
TX-0706,Mullanpur,Rural/Agricultural,30.77014,76.61025,246.92,203.94,17.4,34.8,WARNING,0
TX-0707,Bathinda,Thermal/Industrial,30.20851,74.98774,139.97,123.86,11.51,23.0,SAFE,0
TX-0708,Patiala,Residential/Institutional,30.38905,76.36097,86.77,78.2,9.88,19.8,SAFE,0
TX-0709,Ludhiana,Industrial/Urban,30.89197,75.90512,113.07,100.33,11.27,22.5,SAFE,0
TX-0710,Jalandhar,Mixed Urban,31.318,75.58404,145.4,132.06,9.18,18.4,SAFE,0
TX-0711,Bathinda,Thermal/Industrial,30.23021,74.9095,141.42,125.41,11.32,22.6,SAFE,0
TX-0712,Jalandhar,Mixed Urban,31.37565,75.53972,322.42,250.67,22.25,90.4,CRITICAL,1
TX-0713,Mullanpur,Rural/Agricultural,30.80906,76.684,43.53,37.01,14.97,29.9,SAFE,0
TX-0714,Patiala,Residential/Institutional,30.35987,76.3958,47.25,43.59,7.75,15.5,SAFE,0
TX-0715,Ludhiana,Industrial/Urban,30.87088,75.8388,250.89,235.43,6.16,12.3,SAFE,0
TX-0716,Amritsar,Commercial/Old City,31.6313,74.82663,128.71,113.03,12.19,24.4,SAFE,0
TX-0717,Bathinda,Thermal/Industrial,30.2345,74.95651,44.16,38.32,13.23,26.5,SAFE,0
TX-0718,Jalandhar,Mixed Urban,31.33593,75.57757,41.71,35.91,13.9,27.8,SAFE,0
TX-0719,Bathinda,Thermal/Industrial,30.23446,74.89789,59.35,52.8,11.03,22.1,SAFE,0
TX-0720,Ludhiana,Industrial/Urban,30.86014,75.86987,42.57,39.31,7.65,15.3,SAFE,0
TX-0721,Ludhiana,Industrial/Urban,30.87063,75.80956,239.58,220.28,8.05,16.1,SAFE,0
TX-0722,Bathinda,Thermal/Industrial,30.24202,74.93847,261.86,237.17,9.43,18.9,SAFE,0
TX-0723,Ludhiana,Industrial/Urban,30.87788,75.82716,136.62,123.15,9.86,19.7,SAFE,0
TX-0724,Bathinda,Thermal/Industrial,30.20365,74.95704,246.7,216.3,12.32,24.6,SAFE,0
TX-0725,Ludhiana,Industrial/Urban,30.8724,75.83563,270.13,247.12,8.52,17.0,SAFE,0
TX-0726,Ludhiana,Industrial/Urban,30.88188,75.83665,35.69,31.49,11.76,23.5,SAFE,0
TX-0727,Bathinda,Thermal/Industrial,30.21746,74.9618,82.11,72.19,12.08,24.2,SAFE,0
TX-0728,Bathinda,Thermal/Industrial,30.18972,74.98348,264.93,243.22,8.19,16.4,SAFE,0
TX-0729,Patiala,Residential/Institutional,30.31187,76.35071,39.5,35.94,9.02,18.0,SAFE,0
TX-0730,Jalandhar,Mixed Urban,31.3518,75.6022,77.78,49.57,36.27,92.5,CRITICAL,1
TX-0731,Bathinda,Thermal/Industrial,30.25445,74.92584,168.72,154.74,8.29,16.6,SAFE,0
TX-0732,Jalandhar,Mixed Urban,31.31536,75.53927,86.89,76.37,12.11,24.2,SAFE,0
TX-0733,Mullanpur,Rural/Agricultural,30.7578,76.60802,153.29,131.05,14.51,29.0,SAFE,0
TX-0734,Patiala,Residential/Institutional,30.29048,76.38924,81.07,56.33,30.52,91.0,CRITICAL,1
TX-0735,Patiala,Residential/Institutional,30.37441,76.35518,76.53,67.48,11.82,23.6,SAFE,0
TX-0736,Mullanpur,Rural/Agricultural,30.732,76.61815,300.8,251.02,16.55,33.1,WARNING,0
TX-0737,Bathinda,Thermal/Industrial,30.24687,74.98122,64.76,49.06,24.24,93.9,CRITICAL,1
TX-0738,Mullanpur,Rural/Agricultural,30.75426,76.64336,253.6,215.59,14.99,30.0,SAFE,0
TX-0739,Jalandhar,Mixed Urban,31.35624,75.61234,70.25,61.52,12.44,24.9,SAFE,0
TX-0740,Mullanpur,Rural/Agricultural,30.81546,76.68043,264.05,227.47,13.86,27.7,SAFE,0
TX-0741,Ludhiana,Industrial/Urban,30.91078,75.8155,64.07,59.53,7.1,14.2,SAFE,0
TX-0742,Patiala,Residential/Institutional,30.38575,76.35867,136.54,119.97,12.14,24.3,SAFE,0
TX-0743,Bathinda,Thermal/Industrial,30.2246,74.93568,45.58,40.89,10.3,20.6,SAFE,0
TX-0744,Bathinda,Thermal/Industrial,30.25912,74.98875,118.75,104.9,11.66,23.3,SAFE,0
TX-0745,Bathinda,Thermal/Industrial,30.25322,74.9097,316.85,285.32,9.95,19.9,SAFE,0
TX-0746,Mullanpur,Rural/Agricultural,30.75371,76.60039,155.47,132.52,14.76,29.5,SAFE,0
TX-0747,Patiala,Residential/Institutional,30.35276,76.42325,80.82,74.67,7.61,15.2,SAFE,0
TX-0748,Mullanpur,Rural/Agricultural,30.81225,76.61545,67.81,57.48,15.24,30.5,WARNING,0
TX-0749,Amritsar,Commercial/Old City,31.60075,74.86856,144.35,130.78,9.4,18.8,SAFE,0
TX-0750,Patiala,Residential/Institutional,30.3148,76.34424,83.81,75.65,9.74,19.5,SAFE,0
TX-0751,Bathinda,Thermal/Industrial,30.23951,74.91507,333.22,305.92,8.19,16.4,SAFE,0
TX-0752,Amritsar,Commercial/Old City,31.58861,74.91538,132.53,112.69,14.97,29.9,SAFE,0
TX-0753,Bathinda,Thermal/Industrial,30.18696,74.89566,115.5,103.93,10.02,20.0,SAFE,0
TX-0754,Ludhiana,Industrial/Urban,30.86154,75.86268,83.0,77.12,7.09,14.2,SAFE,0
TX-0755,Mullanpur,Rural/Agricultural,30.79439,76.68092,171.44,147.83,13.77,27.5,SAFE,0
TX-0756,Jalandhar,Mixed Urban,31.30022,75.5335,151.77,138.53,8.72,17.4,SAFE,0
TX-0757,Jalandhar,Mixed Urban,31.36778,75.537,57.72,52.96,8.25,16.5,SAFE,0
TX-0758,Bathinda,Thermal/Industrial,30.16912,74.94072,44.23,39.54,10.61,21.2,SAFE,0
TX-0759,Amritsar,Commercial/Old City,31.6706,74.82329,73.12,63.06,13.75,27.5,SAFE,0
TX-0760,Amritsar,Commercial/Old City,31.68269,74.89776,81.04,72.05,11.09,22.2,SAFE,0
TX-0761,Amritsar,Commercial/Old City,31.59374,74.89294,83.48,71.21,14.7,29.4,SAFE,0
TX-0762,Patiala,Residential/Institutional,30.29163,76.42731,112.04,102.78,8.27,16.5,SAFE,0
